,crp_id,direct_amount,direct_count,employee_amount,employee_count,id,name,total_amount,total_count
6,N00029370,0,0,21100.00,14,2a05fb021cc44c09b792a31196ec8658,International Speedway,21100.00,14
7,N00029370,20000.00,8,250.00,1,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,20250.00,9
8,N00029370,20000.00,5,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,20000.00,5
9,N00029370,20000.00,6,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,20000.00,6
10,N00029370,20000.00,6,0,0,390767dc6b4b491ca775b1bdf8a36eea,National Assn of Letter Carriers,20000.00,6
11,N00029370,20000.00,15,0,0,e08e4fb19d6e45358bd544c674ba573f,National Air Traffic Controllers Assn,20000.00,15
12,N00029370,20000.00,8,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,20000.00,8
13,N00029370,20000.00,7,0,0,e31bfef434e9470b9e473d6182f2d021,Service Employees International Union,20000.00,7
14,N00029370,20000.00,5,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,20000.00,5
15,N00029370,20000.00,6,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,20000.00,6
16,N00029370,20000.00,5,0,0,b91d64c85b1b43faa13b7abff81b7bc4,United Transportation Union,20000.00,5
17,N00029370,20000.00,4,0,0,22c6a2db10bf4890885352f7d2546a6f,New Democrat Coalition,20000.00,4
18,N00029370,20000.00,9,0,0,c2f61ad698dd4bf784b9355a6ab9e3af,Victory Now PAC,20000.00,9
19,N00029370,20000.00,4,0,0,3279fd8b285a4b42b19c080d8f8dcb44,BRIDGE PAC,20000.00,4
20,N00029370,20000.00,6,0,0,d2ad660806744766b197dd41785443aa,International Assn of Fire Fighters,20000.00,6
21,N00029370,20000.00,6,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,20000.00,6
22,N00029370,20000.00,8,0,0,1df6bba1eacb429d914630b767426d88,American Postal Workers Union,20000.00,8
23,N00029370,20000.00,4,0,0,7bbe1938680a411db1f29da2c0d1d714,PAC to the Future,20000.00,4
0,N00029146,9000.00,7,23300.00,24,ceb85cd7a2ac42d0a945867c726b41fa,Constellation Energy,32300.00,31
1,N00029146,15000.00,3,8500.00,10,0d4eebd7aefc499397ca188acf571499,AmeriPAC: The Fund for a Greater America,23500.00,13
2,N00029146,15000.00,10,7626.00,8,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,22626.00,18
3,N00029146,5378.00,6,12823.00,23,275163120c1d45119c78a4383061dd58,Venable LLP,18201.00,29
4,N00029146,6144.00,7,11579.00,19,41b4473c602b43e8a84337762293c476,Dickstein Shapiro LLP,17723.00,26
5,N00029146,15000.00,8,2550.00,6,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,17550.00,14
6,N00029146,15113.00,14,1250.00,3,6650fac6bc474d4e8a9485fdbbda27ca,Pfizer Inc,16363.00,17
7,N00029146,15000.00,6,1250.00,3,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,16250.00,9
8,N00029146,3500.00,2,12600.00,19,52a1620b2ff543ebb74718fbff742529,Patton Boggs LLP,16100.00,21
9,N00029146,15000.00,4,250.00,1,24624d41234e41f180b9d65cdc77a678,National Cable & Telecommunications Assn,15250.00,5
0,N00027778,36288.00,24,419745.00,1086,5e263a32710c45c5a83b3ba5ee2950c6,EMILY's List,456033.00,1110
1,N00027778,0,0,119511.00,143,52a8f5ae450f4507ab79f705c832a41f,Democratic Congressional Campaign Cmte,119511.00,143
2,N00027778,0,0,101625.00,262,eede9410b8f84b93b7d9de049f63283f,Ohio State University,101625.00,262
3,N00027778,0,0,97890.00,148,dca1ab34f315427aa001ffe34afec212,ActBlue,97890.00,148
4,N00027778,7012.00,5,87253.00,93,3f316295b1bc436f813923d592a67932,JStreetPAC,94265.00,98
5,N00027778,18165.00,41,24525.00,54,07750cd35033481e933aebf57a2bad47,Democracy for America,42690.00,95
6,N00027778,35000.00,11,250.00,1,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,35250.00,12
7,N00027778,35000.00,11,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,35000.00,11
8,N00027778,35000.00,9,0,0,e31bfef434e9470b9e473d6182f2d021,Service Employees International Union,35000.00,9
9,N00027778,35000.00,7,0,0,a69a98684ce44d5385cfaff948b3c6eb,United Steelworkers,35000.00,7
10,N00027778,35000.00,8,0,0,0d4eebd7aefc499397ca188acf571499,AmeriPAC: The Fund for a Greater America,35000.00,8
0,N00031933,0,0,52912.00,76,35cd47eea78e4071b5ff53a007f3814d,Commonwealth of Massachusetts,52912.00,76
1,N00031933,0,0,42000.00,20,4963ec39f6c34e189f58cddc4ea0a595,Thornton & Naumes,42000.00,20
2,N00031933,30000.00,9,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,30000.00,9
3,N00031933,30000.00,6,0,0,0d4eebd7aefc499397ca188acf571499,AmeriPAC: The Fund for a Greater America,30000.00,6
4,N00031933,30000.00,8,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,30000.00,8
5,N00031933,30000.00,6,0,0,ec3978566d134a1fbcec714cd2188a14,Painters & Allied Trades Union,30000.00,6
6,N00031933,28000.00,12,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,28000.00,12
7,N00031933,27500.00,6,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,27500.00,6
8,N00031933,27500.00,10,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,27500.00,10
9,N00031933,27000.00,8,0,0,d2ad660806744766b197dd41785443aa,International Assn of Fire Fighters,27000.00,8
0,N00031647,0,0,46850.00,21,478c2fdd0d51433e9b091cbc0a026813,Armstrong Group of Companies,46850.00,21
1,N00031647,0,0,34900.00,33,,Transportation Equipment Supply Co,34900.00,33
2,N00031647,30000.00,6,0,0,675d2b4c5b9c4b4ebdce0770f3733472,Automotive Free International Trade PAC,30000.00,6
3,N00031647,30000.00,10,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,30000.00,10
4,N00031647,0,0,27364.00,17,,Shilo Ranch Hunting Preserve,27364.00,17
5,N00031647,25000.00,5,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,25000.00,5
6,N00031647,25000.00,14,0,0,6aab47626721430cb16834a0e29bbcc6,Koch Industries,25000.00,14
7,N00031647,0,0,22700.00,14,c5bdc24711a64e32b561345eae492417,Ellwood Group,22700.00,14
8,N00031647,22500.00,9,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,22500.00,9
9,N00031647,22500.00,13,0,0,7b5c958cbb1b4184bb3aba7056f8accf,Home Depot,22500.00,13
0,N00030667,0,0,65150.00,44,7aa16a4bfe7c45c8b5ed15a4672f0cc3,Ozinga Brothers,65150.00,44
1,N00030667,25000.00,6,38332.00,50,f4b3fc320fc64c96910ea583311b22ac,Exelon Corp,63332.00,56
2,N00030667,30000.00,10,3300.00,5,9c1373cdb0204496b01c5b935c625c87,Caterpillar Inc,33300.00,15
3,N00030667,30000.00,6,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,30000.00,6
4,N00030667,15000.00,4,14600.00,6,bcb147a6c34e4b9bbce3bc0117d3277e,Duchossois Industries,29600.00,10
5,N00030667,20000.00,9,7750.00,29,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,27750.00,38
6,N00030667,0,0,27050.00,25,b950c472e70f4dd283a4e9e9372882c3,State of Illinois,27050.00,25
7,N00030667,26000.00,6,0,0,28d4e8f3d8e94501b1a91877e591a8c1,Deere & Co,26000.00,6
8,N00030667,26000.00,8,0,0,d473e580c5684a658b754eb97566cb05,AT&T Inc,26000.00,8
9,N00030667,25000.00,13,1000.00,1,6aab47626721430cb16834a0e29bbcc6,Koch Industries,26000.00,14
0,N00034044,0,0,52550.00,71,74a1dca1259b4f60bca481d4c76e2a1f,Harvard University,52550.00,71
1,N00034044,0,0,47300.00,24,4963ec39f6c34e189f58cddc4ea0a595,Thornton & Naumes,47300.00,24
2,N00034044,0,0,39800.00,21,99b650eef8754632875aa335bec42ab0,Highfields Capital Management,39800.00,21
3,N00034044,0,0,39350.00,63,5f436a0a890f4f3b829030bd7f71c1d3,"Mintz, Levin et al",39350.00,63
4,N00034044,0,0,37050.00,18,b4c7ee21345c459d9a2b14dec2f52122,Bain Capital,37050.00,18
5,N00034044,0,0,34500.00,18,73bee0dd20cc4e4190e9e8ed6f29dab3,BlackRock Inc,34500.00,18
6,N00034044,0,0,32750.00,23,878b4d98431344de88d8fb9757043a95,Bank of America,32750.00,23
7,N00034044,8000.00,6,22450.00,16,77e30edcce41443194794f9438d6927e,DLA Piper,30450.00,22
8,N00034044,0,0,27987.00,18,6703181fae554527aae7e58527574a4a,Global Partners LP,27987.00,18
9,N00034044,0,0,26200.00,11,a5b338e6f9314a82ac8cf29ad7b0081d,Rosen Partners,26200.00,11
0,N00033395,20000.00,4,0,0,4817360e882848e6b6e236075db116a5,American Crystal Sugar,20000.00,4
1,N00033395,20000.00,6,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,20000.00,6
2,N00033395,20000.00,4,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,20000.00,4
3,N00033395,20000.00,4,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,20000.00,4
4,N00033395,17500.00,6,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,17500.00,6
5,N00033395,17500.00,6,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,17500.00,6
6,N00033395,16000.00,10,0,0,895c7a13d93c4d61a935032ba1961086,Ford Motor Co,16000.00,10
7,N00033395,0,0,15500.00,9,,Shaltz Automation,15500.00,9
8,N00033395,15000.00,3,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,15000.00,3
9,N00033395,15000.00,3,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,15000.00,3
10,N00033395,15000.00,5,0,0,d2ad660806744766b197dd41785443aa,International Assn of Fire Fighters,15000.00,5
11,N00033395,15000.00,3,0,0,1bba6ae7847d4d849b1f5cdb3ad75b01,Ironworkers Union,15000.00,3
12,N00033395,15000.00,4,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,15000.00,4
0,N00034453,10000.00,5,41900.00,30,f1244474fad44ad9a3a57859b4a709b1,Microsoft Corp,51900.00,35
1,N00034453,8586.00,10,31003.00,35,e96b99aef8334f50bacd5bd80c6d5d71,League of Conservation Voters,39589.00,45
2,N00034453,0,0,30250.00,16,473c1d9b2dc14e25a5708e222d2bdd70,McKinsey & Co,30250.00,16
3,N00034453,9500.00,7,17000.00,15,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,26500.00,22
4,N00034453,0,0,26350.00,40,e57f5eff3a8440fea858efc26b790201,University of Washington,26350.00,40
5,N00034453,18500.00,11,3750.00,8,93d723231bec403c9b88d4a0c5260959,Boeing Co,22250.00,19
6,N00034453,14000.00,5,7800.00,4,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,21800.00,9
7,N00034453,20000.00,8,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,20000.00,8
8,N00034453,20000.00,6,0,0,,Cambia Health Solutions,20000.00,6
9,N00034453,20000.00,8,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,20000.00,8
10,N00034453,20000.00,4,0,0,ec3978566d134a1fbcec714cd2188a14,Painters & Allied Trades Union,20000.00,4
11,N00034453,20000.00,4,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,20000.00,4
12,N00034453,20000.00,10,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,20000.00,10
13,N00034453,20000.00,4,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,20000.00,4
14,N00034453,20000.00,5,0,0,c869c8e293614e10960b2e77f5eabecd,Plumbers/Pipefitters Union,20000.00,5
0,N00030875,30554.00,65,137054.00,296,5e263a32710c45c5a83b3ba5ee2950c6,EMILY's List,167608.00,361
1,N00030875,6770.00,5,117629.00,110,3f316295b1bc436f813923d592a67932,JStreetPAC,124399.00,115
2,N00030875,0,0,68700.00,126,b2c0bd75c54948a6aa23ca9ef0f7021a,Dartmouth College,68700.00,126
3,N00030875,0,0,61602.00,90,,"Rath, Young & Pignatelli",61602.00,90
4,N00030875,0,0,58750.00,36,52a8f5ae450f4507ab79f705c832a41f,Democratic Congressional Campaign Cmte,58750.00,36
5,N00030875,0,0,50200.00,20,79b6a6b6c1a14cd0840b6d92f92a18df,Technology Crossover Ventures,50200.00,20
6,N00030875,0,0,37950.00,70,b33487e0eeac4ebda6447bdb5d8716a3,State of New Hampshire,37950.00,70
7,N00030875,19500.00,6,16100.00,22,2d6efceab45e42b38c2fe7433fa75942,Democrats Win Seats PAC,35600.00,28
8,N00030875,30000.00,9,0,0,d2ad660806744766b197dd41785443aa,International Assn of Fire Fighters,30000.00,9
9,N00030875,30000.00,6,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,30000.00,6
0,N00034580,0,0,26415.00,16,59b536b3c02a4228a65125b360450cdd,Democracy Engine,26415.00,16
1,N00034580,0,0,25900.00,37,,Bernstein Shur,25900.00,37
2,N00034580,0,0,19469.00,18,c0b1ec1fd3924881a8069c6e6b7077c7,Pierce Atwood LLP,19469.00,18
3,N00034580,0,0,19218.00,17,,Bowdoin College,19218.00,17
4,N00034580,5817.00,21,11500.00,21,a4083b91bd054b81b163f576c877102e,Council for a Livable World,17317.00,42
5,N00034580,5000.00,1,12250.00,15,52a1620b2ff543ebb74718fbff742529,Patton Boggs LLP,17250.00,16
6,N00034580,0,0,17000.00,8,,Lee Auto Mall,17000.00,8
7,N00034580,10000.00,2,6500.00,9,7cfdd5707de84c4c8bd3e08638c1c313,Unum Group,16500.00,11
8,N00034580,0,0,15000.00,14,b5ab4d5e61db476cacac6965ed3b184d,Motley Rice LLC,15000.00,14
9,N00034580,0,0,13300.00,12,2ebd90ed0c294ecf8678acec923be276,First Wind,13300.00,12
0,N00033177,7776.00,11,156303.00,154,e96b99aef8334f50bacd5bd80c6d5d71,League of Conservation Voters,164079.00,165
1,N00033177,4297.00,4,130085.00,150,3f316295b1bc436f813923d592a67932,JStreetPAC,134382.00,154
2,N00033177,0,0,80491.00,146,5a94a4b441b84217a451560bf9a4597b,University of Virginia,80491.00,146
3,N00033177,1000.00,1,65700.00,65,105dcfc8c9384875a099af230dad9917,"Akin, Gump et al",66700.00,66
4,N00033177,5500.00,4,59550.00,69,c85e7634a04045449e839260f0b89dfe,McGuireWoods LLP,65050.00,73
5,N00033177,2500.00,1,50700.00,72,10bfec65f9af4d7794c28d8cd7454596,Covington & Burling,53200.00,73
6,N00033177,10000.00,4,36500.00,32,77e30edcce41443194794f9438d6927e,DLA Piper,46500.00,36
7,N00033177,10000.00,2,33805.00,27,7d08c702fa7b45949e6715170572ce4f,Norfolk Southern,43805.00,29
8,N00033177,0,0,43250.00,40,cbd37e723d4647029c7add1e3ee6d7b9,"Skadden, Arps et al",43250.00,40
9,N00033177,0,0,42900.00,40,5b64cc37982543f0a78aa8b4b48caa37,Jones Day,42900.00,40
0,N00035215,4500.00,5,12500.00,9,f4b3fc320fc64c96910ea583311b22ac,Exelon Corp,17000.00,14
1,N00035215,0,0,15575.00,18,b5e1ac7767d0437b872f047537bf2ff9,"Cook County, IL",15575.00,18
2,N00035215,15000.00,3,0,0,c869c8e293614e10960b2e77f5eabecd,Plumbers/Pipefitters Union,15000.00,3
3,N00035215,12500.00,3,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,12500.00,3
4,N00035215,12500.00,4,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,12500.00,4
5,N00035215,12500.00,3,0,0,e31bfef434e9470b9e473d6182f2d021,Service Employees International Union,12500.00,3
6,N00035215,12500.00,6,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,12500.00,6
7,N00035215,0,0,11550.00,8,,Retirement Plan Advisors,11550.00,8
8,N00035215,11000.00,5,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,11000.00,5
9,N00035215,10000.00,3,250.00,1,653ea5cad97c456c8d48d468910e47db,Ernst & Young,10250.00,4
0,N00035934,0,0,10975.00,17,d7fc0dc350444c59a64968c0bc7a3ad1,Syracuse University,10975.00,17
1,N00035934,0,0,10400.00,4,,Mystic Stamp Co,10400.00,4
2,N00035934,0,0,10400.00,4,81be1bb5e93d4bbebe43b6f7bbab0877,Pyramid Companies,10400.00,4
3,N00035934,0,0,10400.00,5,fc57f0cc9b2b4034950362acca1388cd,Raymond James Financial,10400.00,5
4,N00035934,0,0,10400.00,4,,Annapolis Yacht Sales,10400.00,4
5,N00035934,0,0,10400.00,4,,JMA Wireless,10400.00,4
6,N00035934,0,0,10000.00,4,f808f22e98754a7687cca31f571b35fb,Flaum Management,10000.00,4
7,N00035934,10000.00,2,0,0,ae22b08efe0941d5921114eeb4465ffc,Freedom Project,10000.00,2
8,N00035934,0,0,7800.00,3,,Widewaters Development,7800.00,3
9,N00035934,0,0,6450.00,4,d9bb8306ec19477b9b88c302430de772,Pyramid Management Group,6450.00,4
0,N00035820,0,0,9000.00,4,,Hunter Dodge,9000.00,4
1,N00035820,0,0,7800.00,3,29004c2825d347dfa475d08b9d61779b,"Ventura County, CA",7800.00,3
2,N00035820,0,0,7200.00,3,721c64757c11435393edc49bb33d4c96,McDonald's Corp,7200.00,3
3,N00035820,0,0,5500.00,4,,Western Pacific Roofing,5500.00,4
4,N00035820,0,0,5400.00,3,,Av Chevy,5400.00,3
5,N00035820,0,0,5200.00,2,,Williams Homes,5200.00,2
6,N00035820,0,0,5200.00,2,,Clinica Medica General,5200.00,2
7,N00035820,0,0,5200.00,2,,Paul Law Firm,5200.00,2
8,N00035820,0,0,5200.00,2,,Empowered University,5200.00,2
9,N00035820,0,0,5200.00,3,,Calandri Sonrise Farms,5200.00,3
10,N00035820,0,0,5200.00,2,,San Pablo Lytton Tribe,5200.00,2
0,N00008092,27000.00,11,69600.00,91,efec953e79be4a9cb0d4a2d6a42c88cd,Wal-Mart Stores,96600.00,102
1,N00008092,0,0,94800.00,41,1c91840fe0bb480985f906f91671b989,"Nix, Patterson & Roach",94800.00,41
2,N00008092,0,0,82250.00,75,8164ea2d09bd4d509dc1c771614f7cbb,Stephens Group,82250.00,75
3,N00008092,21500.00,13,55600.00,48,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,77100.00,61
4,N00008092,17271.00,15,50000.00,56,105dcfc8c9384875a099af230dad9917,"Akin, Gump et al",67271.00,71
5,N00008092,24500.00,14,42550.00,43,00bf6d3b7fba4bfebd777ed05941b77a,Arkansas Best Corp,67050.00,57
6,N00008092,32000.00,24,33450.00,29,aded072fd93e4560870d94a6e06f3c39,Tyson Foods,65450.00,53
7,N00008092,20357.00,16,44500.00,36,bc1d056e59334c07bb0761b97efa64e4,JPMorgan Chase & Co,64857.00,52
8,N00008092,0,0,64600.00,37,24f11a181a7e41a28de857a5fc0b1db6,Connell Co,64600.00,37
9,N00008092,13958.00,30,47000.00,149,5e263a32710c45c5a83b3ba5ee2950c6,EMILY's List,60958.00,179
0,N00005928,0,0,197426.00,232,125d5f04ecdc488fb7145d6f54d114c7,Provost & Umphrey,197426.00,232
1,N00005928,31500.00,26,59700.00,92,8900b819357d4837b8802c6e1a4ce0d7,Vinson & Elkins,91200.00,118
2,N00005928,85000.00,29,700.00,2,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,85700.00,31
3,N00005928,84000.00,32,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,84000.00,32
4,N00005928,80500.00,29,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,80500.00,29
5,N00005928,80000.00,28,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,80000.00,28
6,N00005928,80000.00,17,0,0,1dd08892117849c2838a7a2830f61109,International Longshoremens Assn,80000.00,17
7,N00005928,78500.00,25,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,78500.00,25
8,N00005928,77150.00,26,0,0,7b47859e93ea4e4caca6e93bde4ff806,Communications Workers of America,77150.00,26
9,N00005928,75500.00,30,0,0,b91d64c85b1b43faa13b7abff81b7bc4,United Transportation Union,75500.00,30
10,N00005928,75500.00,21,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,75500.00,21
0,N00007382,54250.00,37,250.00,1,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,54500.00,38
1,N00007382,0,0,53300.00,28,3166e71f18dd4613b57609a82c641d62,Ameriquest Capital,53300.00,28
2,N00007382,40000.00,17,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,40000.00,17
3,N00007382,36000.00,14,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,36000.00,14
4,N00007382,32000.00,24,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,32000.00,24
5,N00007382,26000.00,6,0,0,7d8e00bc675640208301960300a78c1c,Albanian American PAC,26000.00,6
6,N00007382,26000.00,19,0,0,8068040eb98143c3924fb8bd116b4a41,Washington PAC,26000.00,19
7,N00007382,0,0,24000.00,12,87f1d55fd6274b87930bbe8e8a2ae71e,"Friedman, Billings & Ramsey",24000.00,12
8,N00007382,23000.00,13,0,0,d3db6dd51bef4b758300d6ea611f71ae,Assn of Trial Lawyers of America,23000.00,13
9,N00007382,0,0,23000.00,11,,WJ Group,23000.00,11
0,N00004227,92000.00,35,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,92000.00,35
1,N00004227,88000.00,32,0,0,8c257301b8274da3ae6d3df1554f5c7d,National Assn of Home Builders,88000.00,32
2,N00004227,49000.00,34,38650.00,75,70655bf0ab1142ada863ffe94122c9a0,CHICAGO MERCANTILE EXCHANGE,87650.00,109
3,N00004227,76000.00,27,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,76000.00,27
4,N00004227,0,0,75300.00,68,4f9aeb9c9bd6405ba10b61287f5305ea,Iowa Commodities,75300.00,68
5,N00004227,73498.00,69,1500.00,3,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,74998.00,72
6,N00004227,44500.00,26,27900.00,36,793070ae7f5e42c2a76a58663a588f3d,Wells Fargo,72400.00,62
7,N00004227,70000.00,60,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,70000.00,60
8,N00004227,66500.00,20,0,0,116a891a3ee343d6b2a421310e02e7ee,Associated Builders & Contractors,66500.00,20
9,N00004227,59249.00,40,5000.00,8,66cdec6131da464ab84cbb4b0f3ddaf7,Union Pacific Corp,64249.00,48
0,N00000659,0,0,176500.00,199,,Kushner Companies,176500.00,199
1,N00000659,0,0,85000.00,152,198f336893ca42aaa36f7a47ea5391ce,"Lowenstein, Sandler et al",85000.00,152
2,N00000659,3000.00,2,62850.00,54,597eccfe48784677a437569ff6293097,Goldman Sachs,65850.00,56
3,N00000659,0,0,64875.00,87,dca1ab34f315427aa001ffe34afec212,ActBlue,64875.00,87
4,N00000659,0,0,58550.00,63,33a3da0b828446348fd6ccf29d23c70d,Apollo Advisors,58550.00,63
5,N00000659,15000.00,4,41700.00,51,486d8995a3da4e0789e3b94c1844b848,MacAndrews & Forbes,56700.00,55
6,N00000659,18500.00,12,36000.00,68,d40747f445444f8ba8d3b965970d3758,Warner-Lambert,54500.00,80
7,N00000659,0,0,50600.00,58,4671e2e27aac40d1b7e002699af1a372,Waters McPherson McNeill,50600.00,58
8,N00000659,7500.00,4,42950.00,47,5157dce66d0440c58087a4fa9e5d1c40,"Brownstein, Hyatt et al",50450.00,51
9,N00000659,0,0,49450.00,87,5483c49fac814895ad9e760d335c1e04,"Wilentz, Goldman & Spitzer",49450.00,87
0,N00009918,17000.00,6,147700.00,193,faea1ecb4c2745c6a56a2a67a5069de3,Time Warner,164700.00,199
1,N00009918,15000.00,3,145600.00,157,204b089d9d614fa6b77db666d76d9f3c,Walt Disney Co,160600.00,160
2,N00009918,0,0,108064.00,52,5cd6cfddbe454f69ac8b5ea0a800aa05,Girardi & Keese,108064.00,52
3,N00009918,2411.00,3,80550.00,84,d78a2239b1d24b2b8b9457a8a84e7b85,Technet,82961.00,87
4,N00009918,0,0,73750.00,41,dd1331f56e244f4ab4da51575412c0ce,Law Offices of Peter G Angelos,73750.00,41
5,N00009918,10000.00,5,45150.00,55,f1244474fad44ad9a3a57859b4a709b1,Microsoft Corp,55150.00,60
6,N00009918,13000.00,18,40150.00,39,329c4520cfbe49d098fb3b26aee07fe3,General Electric,53150.00,57
7,N00009918,0,0,47500.00,53,71b3809eeedd44189e93f2b2a984abec,Viacom Inc,47500.00,53
8,N00009918,10000.00,10,33250.00,74,4438cca4c4ae4715b1bf348629b68cc0,General Dynamics,43250.00,84
9,N00009918,10000.00,5,28000.00,31,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,38000.00,36
0,N00001691,0,0,111500.00,96,e2684486500e4cad89a27e82f22c8330,Guardsmark LLC,111500.00,96
1,N00001691,30000.00,18,81300.00,131,d958530f0e2a4979a35af270dfb309a3,General Motors,111300.00,149
2,N00001691,33369.00,21,71850.00,84,895c7a13d93c4d61a935032ba1961086,Ford Motor Co,105219.00,105
3,N00001691,0,0,70635.00,117,8632257494504c958f2a2d94fbaa4fd9,"Honigman, Miller et al",70635.00,117
4,N00001691,36500.00,22,30000.00,46,4438cca4c4ae4715b1bf348629b68cc0,General Dynamics,66500.00,68
5,N00001691,0,0,65600.00,51,80498fe7281b4902b13455d1d4be433b,Forest City Enterprises,65600.00,51
6,N00001691,0,0,64100.00,152,1a61b00cd94743a4858898a3d4437047,Blue Cross/Blue Shield,64100.00,152
7,N00001691,17527.00,20,27950.00,43,cff3f1f011534bd9b1ce315388a66cf7,Joint Action Cmte for Political Affairs,45477.00,63
8,N00001691,42500.00,15,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,42500.00,15
9,N00001691,17000.00,8,24400.00,51,25ae68b224854182b6905590d9135204,Chrysler Corp,41400.00,59
0,N00003950,81650.00,62,25450.00,57,d958530f0e2a4979a35af270dfb309a3,General Motors,107100.00,119
1,N00003950,106000.00,42,250.00,1,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,106250.00,43
2,N00003950,78950.00,65,24500.00,25,895c7a13d93c4d61a935032ba1961086,Ford Motor Co,103450.00,90
3,N00003950,102000.00,50,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,102000.00,50
4,N00003950,100875.00,42,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,100875.00,42
5,N00003950,96500.00,45,2000.00,2,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,98500.00,47
6,N00003950,98000.00,41,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,98000.00,41
7,N00003950,95500.00,37,0,0,425be85642b24cc2bc3d8a0bb3c7bc92,Sheet Metal Workers Union,95500.00,37
8,N00003950,93750.00,45,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,93750.00,45
